,película,año,imdb,metascore,votos
2855,Mad Max: Furia en el Camino,(2015),8.1,90,1044550
2856,Star Wars: El despertar de la fuerza,(2015),7.8,80,954711
2857,Avengers: Era de Ultrón,(2015),7.3,66,896967
2858,The Martian,(2015),8.0,80,891413
2859,The Revenant,(I) (2015),8.0,76,840609
2860,Intensa Mente,(I) (2015),8.1,94,750309
2861,El Hombre Hormiga,(2015),7.3,64,701856
2862,Mundo Jurásico,(2015),6.9,59,663784
2863,Los 8 más odiados,(2015),7.8,68,633862
2864,Spotlight,(I) (2015),8.1,93,487826
2865,La gran apuesta,(2015),7.8,81,457525
2866,Spectre,(I) (2015),6.8,60,455103
2867,Tierra de nadie. Sicario,(2015),7.7,82,452729
2868,La habitación,(I) (2015),8.1,86,436946
2869,Rápidos y furiosos 7,(2015),7.1,67,405733
2870,Misión: Imposible - Nación secreta,(2015),7.4,75,398118
2871,Los juegos del hambre: Sinsajo (el final),(2015),6.5,65,348968
2872,Cincuenta sombras de Grey,(2015),4.2,46,328685
2873,Agente C.I.P.O.L.,(2015),7.2,56,323530
2874,Puente de espías,(2015),7.6,81,321255
2875,Creed. Corazón de campeón,(II) (2015),7.6,82,302076
2876,Terminator Genesis,(2015),6.3,38,287197
2877,The VVitch: A New-England Folktale,(2015),7.0,84,282461
2878,La langosta,(2015),7.1,82,274465
2879,Maze Runner: Prueba de fuego,(2015),6.3,43,264955
2880,Pasante de moda,(I) (2015),7.1,51,264527
2881,Focus,(II) (2015),6.6,56,264069
2882,Chappie,(2015),6.8,41,262590
2883,Spy: una espía despistada,(2015),7.0,75,252625
2884,Minions,(2015),6.4,56,250486
2885,Revancha,(2015),7.3,57,249976
2886,Terremoto: la falla de San Andrés,(2015),6.1,43,249345
2887,Insurgente,(2015),6.2,42,247789
2888,Everest,(2015),7.1,64,226056
2889,Ted 2,(2015),6.3,48,222787
2890,Straight Outta Compton,(2015),7.8,72,211694
2891,The Danish Girl,(2015),7.1,66,194543
2892,Leyenda: La profesión de la violencia,(I) (2015),6.9,55,193971
2893,El secreto de Adaline,(2015),7.2,51,193561
2894,El destino de Júpiter,(2015),5.3,40,192176
2895,Pacto criminal,(2015),6.9,68,187917
2896,Tomorrowland,(2015),6.4,60,187572
2897,La Cenicienta,(I) (2015),6.9,67,185123
2898,Steve Jobs,(2015),7.2,82,174898
2899,Los cuatro fantásticos,(2015),4.3,27,172852
2900,The Gift,(VI) (2015),7.0,77,166013
2901,Más notas perfectas 2,(2015),6.4,63,165567
2902,La cumbre escarlata,(2015),6.5,66,154228
2903,Pixeles,(2015),5.6,27,153160
2904,Brooklyn,(2015),7.5,88,146968
2905,En el corazón del mar,(2015),6.9,47,145026
2906,The Visit,(I) (2015),6.2,55,143898
2907,Get Hard,(2015),6.0,34,143067
2908,Joy,(I) (2015),6.6,56,141711
2909,Esta chica es un desastre,(2015),6.2,75,140222
2910,Carol,(2015),7.2,94,137023
2911,Hotel Transylvania 2,(2015),6.6,44,136483
2912,Me and Earl and the Dying Girl,(2015),7.7,74,135645
2913,Green Room,(2015),7.0,79,133456
2914,En la cuerda floja,(II) (2015),7.3,70,132760
2915,Una Buena Receta,(I) (2015),6.6,42,127986
2916,Guerra de papás,(2015),6.2,42,125410
2917,Un gran dinosaurio,(2015),6.7,66,122747
2918,Vacaciones,(I) (2015),6.1,34,118227
2919,The Invitation,(I) (2015),6.6,74,115390
2920,La noche del demonio (capítulo 3),(2015),6.1,52,113526
2921,Run All Night,(2015),6.6,59,112793
2922,Frontera caníbal,(2015),7.1,72,110749
2923,Home: No hay lugar como el hogar,(II) (2015),6.5,55,108330
2924,The Last Witch Hunter,(2015),5.9,34,107253
2925,Paper Towns,(2015),6.2,56,106177
2926,Demolition,(2015),7.0,49,105947
2927,Self/less,(2015),6.5,34,102419
2928,Seducción fatal,(I) (2015),4.9,53,100913
2929,Hardcore Henry,(2015),6.7,51,99574
2930,The Duff,(2015),6.4,56,99094
2931,Concussion,(2015),7.1,55,98751
2932,Eddie the Eagle,(2015),7.3,54,97558
2933,American Ultra,(2015),6.1,50,94411
2934,Hitman: Agente 47,(2015),5.7,28,93924
2935,Escalofríos,(2015),6.3,60,92555
2936,Sin escape,(I) (2015),6.7,38,90443
2937,Enemigo invisible,(2015),7.3,73,89472
2938,Dope,(2015),7.2,72,88197
2939,El viaje más largo,(2015),7.0,33,86476
2940,Beasts of No Nation,(2015),7.7,79,84799
2941,La lista negra de Hollywood: Trumbo,(2015),7.4,60,83613
2942,Project Almanac,(2015),6.3,47,82716
2943,Entourage,(2015),6.5,38,81969
2944,Juventud,(I) (2015),7.3,64,81457
2945,Krampus,(I) (2015),6.2,49,79346
2946,The Night Before,(II) (2015),6.4,58,79187
2947,The Wedding Ringer,(2015),6.6,35,78783
2948,Mortdecai,(2015),5.5,27,75416
2949,Child 44,(2015),6.4,41,74131
2950,Anomalisa,(2015),7.3,88,74068
2951,True Story,(I) (2015),6.3,50,71052
2952,Aloha,(I) (2015),5.4,40,69458
2953,Sisters,(III) (2015),6.0,58,68304
2954,"Premoniciones, en la mente del asesino",(II) (2015),6.4,36,66775
2955,Mr. Holmes,(2015),6.8,67,66390
2956,Peter Pan,(2015),5.7,36,66262
2957,Hombre irracional,(2015),6.6,53,65466
2958,Un hombre llamado Ove,(2015),7.7,70,65051
2959,Point Break,(2015),5.3,34,65013
2960,El principito,(2015),7.7,70,64868
2961,Love,(II) (2015),6.1,51,63732
2962,The Dressmaker,(I) (2015),7.0,47,63695
2963,Blackhat,(2015),5.4,51,62561
2964,La dama de oro,(2015),7.3,51,61300
2965,Victoria,(II) (2015),7.6,77,61254
2966,Magic Mike XXL,(2015),5.6,60,60246
2967,The Man Who Knew Infinity,(2015),7.2,56,60176
2968,Juegos diabólicos,(2015),4.9,47,59872
2969,Bob Esponja: un héroe fuera del agua,(2015),6.0,62,59098
2970,Mr. Right,(I) (2015),6.3,52,58901
2971,Victor Frankenstein,(2015),5.9,36,58729
2972,Yip Man 3,(2015),7.0,57,58635
2973,Macbeth,(I) (2015),6.6,71,58489
2974,Sinister 2,(2015),5.3,32,58426
2975,Wild Card,(2015),5.6,40,58337
2976,Masterminds,(I) (2016),5.8,47,57620
2977,Colonia,(2015),7.0,33,55991
2978,Man Up,(I) (2015),6.8,69,55243
2979,Amy,(III) (2015),7.8,85,53780
2980,Dos locas en Fuga,(2015),5.1,31,53080
2981,A la $%& con los Zombies,(2015),6.3,32,53033
2982,The Ridiculous 6,(2015),4.8,18,51947
2983,Far from the Madding Crowd,(2015),7.1,71,51882
2984,El hijo de Saúl,(2015),7.4,91,50573
2985,Secretos de una obsesión,(2015),6.3,45,50061
2986,The Final Girls,(2015),6.5,59,49363
2987,Snoopy & Charlie Brown: Peanuts La Película,(2015),7.0,67,48378
2988,Dark Places,(2015),6.2,39,46940
2989,Slow West,(2015),6.9,72,46932
2990,Absolutely Anything,(2015),6.0,31,46106
2991,Sleeping with Other People,(2015),6.5,64,46051
2992,Maggie,(I) (2015),5.6,52,45833
2993,The Lazarus Effect,(2015),5.2,31,45221
2994,The Stanford Prison Experiment,(2015),6.8,67,45038
2995,Last Knights,(2015),6.2,27,44595
2996,High-Rise,(2015),5.5,65,44254
2997,Cercana obsesión,(2015),4.7,30,44242
2998,Under sandet,(2015),7.8,75,43940
2999,Las sufragistas,(2015),6.9,64,43696
3000,El transportador recargado,(2015),5.2,32,43689
3001,The Gunman,(2015),5.8,39,42627
3002,Shaun: El cordero,(2015),7.3,81,42338
3003,Regression,(I) (2015),5.6,32,41761
3004,La última ola,(2015),6.6,68,41125
3005,McFarland: sin límites,(2015),7.4,60,40809
3006,Hot Tub Time Machine 2,(2015),5.0,29,40597
3007,Going Clear: Scientology & the Prison of Belief,(2015),8.0,80,40292
3008,Mustang - belleza salvaje,(2015),7.6,83,40084
3009,We Are Your Friends,(2015),6.2,46,39829
3010,Heroe del Centro Comercial 2,(2015),4.4,13,39674
3011,Los 33,(2015),6.9,55,39112
3012,El Exótico Hotel Marigold 2,(2015),6.5,51,35087
3013,Survivor,(I) (2015),5.6,28,35072
3014,Cop Car,(2015),6.3,66,34610
3015,Tangerine,(2015),7.1,86,34492
3016,Unfinished Business,(I) (2015),5.4,32,34392
3017,45 años,(2015),7.1,94,34208
3018,El nuevo nuevo testamento,(2015),7.1,70,34010
3019,The Diary of a Teenage Girl,(2015),6.8,87,32892
3020,Danny Collins: Directo al corazón,(2015),7.0,58,32630
3021,Z for Zachariah,(2015),6.0,68,32070
3022,Equals,(2015),6.0,43,32047
3023,The End of the Tour,(2015),7.2,82,31966
3024,Heist,(III) (2015),6.1,37,31874
3025,A Bigger Splash,(2015),6.4,74,31824
3026,Kurt Cobain: Montage of Heck,(2015),7.5,83,31453
3027,Una dama sobre ruedas,(2015),6.7,70,30822
3028,Il racconto dei racconti - Tale of Tales,(2015),6.4,72,30226
3029,Paranormal Activity: The Ghost Dimension,(2015),4.6,30,29723
3030,Turbo Kid,(2015),6.7,60,29086
3031,Deadpool,(2016),8.0,65,1084269
3032,Capitán América: Civil War,(2016),7.8,75,823856
3033,Doctor Strange. Hechicero supremo,(2016),7.5,72,777487
3034,Arrival,(II) (2016),7.9,81,731966
3035,Batman v Superman: Dawn of Justice,(2016),6.4,44,718979
3036,Suicide Squad,(2016),5.9,40,706221
3037,Rogue One,(2016),7.8,65,665049
3038,La La Land. Ciudad de sueños,(2016),8.0,94,630165
3039,Hacksaw Ridge,(2016),8.1,71,563110
3040,Split,(IX) (2016),7.3,63,526378
3041,Zootopía,(2016),8.0,78,524782
3042,Animales fantásticos y donde encontrarlos,(2016),7.2,66,493371
3043,X-Men: Apocalypse,(2016),6.9,52,450317
3044,Pasajeros,(I) (2016),7.0,41,428078
3045,Moana,(I) (2016),7.6,81,358790
3046,The Nice Guys,(2016),7.4,70,351884
3047,10 Cloverfield Lane,(2016),7.2,76,343481
3048,Luz de la luna,(I) (2016),7.4,99,321940
3049,The Accountant,(2016),7.3,51,308613
3050,Now You See Me 2,(2016),6.4,46,308343
3051,Manchester junto al mar,(2016),7.8,96,298523
3052,Tu Nombre,(2016),8.4,81,296540
3053,Animales nocturnos,(2016),7.5,67,293373
3054,Buscando a Dory,(2016),7.3,77,291718
3055,Don't Breathe,(2016),7.1,71,290029
3056,Sully,(2016),7.4,74,288292
3057,El conjuro 2,(2016),7.3,65,287086
3058,The Jungle Book,(2016),7.4,77,285971
3059,Me Before You,(2016),7.4,51,272682
3060,Warcraft,(2016),6.7,32,272680
3061,Star Trek Beyond,(2016),7.0,68,253810
3062,Talentos ocultos,(2016),7.8,74,244722
3063,Un camino a casa,(2016),8.0,69,244551
3064,Sin nada que perder,(II) (2016),7.6,88,241967
3065,Estación zombi,(2016),7.6,73,240472
3066,Ghostbusters,(2016),6.8,60,239034
3067,War Dogs,(2016),7.1,57,238479
3068,Jason Bourne,(I) (2016),6.6,58,236086
3069,Captain Fantastic,(2016),7.8,72,228015
3070,Los siete magníficos,(2016),6.9,54,221821
3071,La vida secreta de tus mascotas,(2016),6.5,61,211057
3072,Assassin's Creed,(2016),5.6,36,204836
3073,Central Intelligence,(2016),6.3,52,204258
3074,Sausage Party,(2016),6.1,66,203221
3075,The Girl on the Train,(2016),6.5,48,194464
3076,Independence Day: Resurgence,(2016),5.2,32,185217
3077,Inferno,(I) (2016),6.2,42,184273
3078,The Legend of Tarzan,(2016),6.2,44,182902
3079,Sing ¡Ven y canta!,(2016),7.1,59,182228
3080,Miss Peregrine y los niños peculiares,(2016),6.7,57,182036
3081,The Promise,(II) (2016),6.1,49,177543
3082,Deepwater Horizon,(2016),7.1,68,176419
3083,Kung Fu Panda 3,(2016),7.1,66,174223
3084,Jack Reacher: Never Go Back,(2016),6.1,47,167754
3085,London Has Fallen,(2016),5.9,28,165432
3086,Hambre de poder,(2016),7.2,66,165150
3087,Allied,(2016),7.1,60,164158
3088,La doncella,(2016),8.1,85,161310
3089,Snowden,(2016),7.3,58,158652
3090,13 Hours,(2016),7.3,48,153002
3091,Hush,(I) (2016),6.6,67,146753
3092,The Great Wall,(I) (2016),5.9,42,142343
3093,"Hail, Caesar!",(2016),6.3,72,140034
3094,The Shallows,(2016),6.3,59,139891
3095,Lights Out,(II) (2016),6.3,58,137468
3096,Nerve,(I) (2016),6.5,58,136917
3097,Hunt for the Wilderpeople,(2016),7.8,81,136721
3098,The Edge of Seventeen,(2016),7.3,77,135583
3099,Kubo and the Two Strings,(2016),7.7,84,135248
3100,El club de las madres rebeldes,(2016),6.2,60,131242
3101,Mi Abuelo es un Peligro,(2016),5.9,21,129772
3102,La morgue,(2016),6.8,65,129706
3103,Swiss Army Man,(2016),6.9,64,129686
3104,Allegiant,(2016),5.7,33,129076
3105,Neighbors 2: Sorority Rising,(2016),5.7,58,127639
3106,Dioses de Egipto,(2016),5.4,25,122278
3107,Why Him?,(2016),6.2,39,119880
3108,Silence,(I) (2016),7.2,79,117974
3109,Alice Through the Looking Glass,(2016),6.2,34,116832
3110,The Huntsman: Winter's War,(2016),6.1,35,115944
3111,The 5th Wave,(2016),5.2,33,114298
3112,Fences,(2016),7.2,79,113438
3113,Día del atentado,(2016),7.3,69,109110
3114,Grimsby,(2016),6.2,44,107806
3115,The Purge: Election Year,(2016),6.0,55,106526
3116,A Cure for Wellness,(2016),6.4,47,105585
3117,Collateral Beauty,(2016),6.8,23,103325
3118,Money Monster,(2016),6.5,55,102830
3119,The Neon Demon,(2016),6.1,51,100869
3120,Angry Birds,(2016),6.3,43,99645
3121,The Boy,(2016),6.0,42,98585
3122,Resident Evil: The Final Chapter,(2016),5.5,49,98352
3123,Sing Street,(2016),7.9,79,98169
3124,Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),5.9,40,97355
3125,Z. La ciudad perdida,(2016),6.6,78,96215
3126,Koe No Katachi: Una voz silenciosa,(2016),8.1,78,92947
3127,Mike and Dave Need Wedding Dates,(2016),6.0,51,92846
3128,How to Be Single,(2016),6.1,51,91834
3129,Un monstruo viene a verme,(2016),7.4,76,91443
3130,The BFG,(2016),6.3,66,90485
3131,El especialista: resurrección,(2016),5.7,38,89763
3132,Trolls,(2016),6.4,55,87240
3133,Paterson,(2016),7.3,90,86163
3134,Grave,(2016),7.0,81,84759
3135,Office Christmas Party,(2016),5.9,42,84272
3136,Midnight Special,(2016),6.6,76,82818
3137,Jackie,(V) (2016),6.7,81,81982
3138,Café Society,(2016),6.6,64,79634
3139,El bebé de Bridget Jones,(2016),6.5,59,79435
3140,Miss Sloane,(2016),7.5,64,79375
3141,Underworld: Blood Wars,(2016),5.7,23,79057
3142,The Fundamentals of Caring,(2016),7.3,55,76884
3143,The Infiltrator,(2016),7.0,66,76829
3144,Gokseong,(2016),7.4,81,75591
3145,Triple 9,(2016),6.3,52,74974
3146,Zoolander 2,(2016),4.7,34,73643
3147,Ice Age: Collision Course,(2016),5.6,34,71607
3148,Elle,(I) (2016),7.1,89,69597
3149,Ouija: Origin of Evil,(2016),6.2,65,69574
3150,The Finest Hours,(2016),6.7,58,69220
3151,Criminal,(2016),6.3,36,68757
3152,Colossal,(2016),6.2,70,67497
3153,Gold,(I) (2016),6.7,49,67209
3154,Blood Father,(2016),6.4,66,66474
3155,Popstar: Never Stop Never Stopping,(2016),6.7,68,65938
3156,Keeping Up with the Joneses,(2016),5.9,34,65844
3157,Storks,(2016),6.8,56,65510
3158,El cliente,(2016),7.7,85,63097
3159,The Girl with All the Gifts,(2016),6.6,67,62751
3160,"I, Daniel Blake",(2016),7.8,78,62748
3161,Ride Along 2,(2016),5.9,32,61529
3162,Pete's Dragon,(2016),6.7,71,60570
3163,Free State of Jones,(2016),6.9,53,60221
3164,Vivir de Noche,(2016),6.4,49,58912
3165,Pride and Prejudice and Zombies,(2016),5.8,45,58886
3166,The Light Between Oceans,(2016),7.2,60,58871
3167,Florence Foster Jenkins,(2016),6.8,71,58233
3168,Everybody Wants Some!!,(2016),6.9,85,57172
3169,The Belko Experiment,(2016),6.1,44,54911
3170,Whiskey Tango Foxtrot,(2016),6.6,57,54533
3171,Anthropoid,(2016),7.2,59,51909
3172,Keanu,(2016),6.2,63,50963
3173,Toni Erdmann,(2016),7.3,93,50157
3174,Before I Wake,(2016),6.2,68,49733
3175,The Do-Over,(2016),5.7,22,49580
3176,Free Fire,(2016),6.3,63,49019
3177,Bastille Day,(2016),6.3,48,48963
3178,Imperium,(I) (2016),6.5,68,48319
3179,Blair Witch,(2016),5.0,47,48264
3180,The Boss,(2016),5.4,40,47937
3181,20th Century Women,(2016),7.3,83,47832
3182,Esperando al rey,(2016),6.1,58,46496
3183,Ben-Hur,(2016),5.7,38,45660
3184,American Honey,(2016),7.0,80,45275
3185,Morgan,(2016),5.8,48,45271
3186,The Forest,(I) (2016),4.8,34,44896
3187,The Choice,(I) (2016),6.5,26,44080
3188,Brimstone,(2016),7.0,45,43701
3189,Better Watch Out,(II) (2016),6.5,67,42607
3190,Personal Shopper,(2016),6.1,77,42012
3191,Conjuros del más allá,(I) (2016),5.9,62,39654
3192,Race,(I) (2016),7.1,56,39652
3193,Mother's Day,(I) (2016),5.6,18,38624
3194,Meet the Blacks,(2016),4.8,26,37247
3195,La tortue rouge,(2016),7.5,86,37171
3196,13th,(2016),8.2,81,36842
3197,Loving,(2016),7.0,79,35663
3198,The Bad Batch,(2016),5.2,62,34076
3199,Julieta,(2016),7.1,73,33195
3200,My Big Fat Greek Wedding 2,(2016),6.0,37,32827
3201,A Street Cat Named Bob,(2016),7.3,54,32768
3202,The Whole Truth,(2016),6.2,46,31314
3203,Logan,(2017),8.1,77,800666
3204,Thor: Ragnarok,(2017),7.9,74,788998
3205,Guardians of the Galaxy Vol. 2,(2017),7.6,67,732308
3206,Dunkerque,(2017),7.8,94,707428
3207,Spider-Man: De regreso a casa,(2017),7.4,73,692977
3208,Mujer Maravilla,(2017),7.4,76,682172
3209,Star Wars: Los últimos jedi,(2017),6.9,84,654483
3210,Huye,(I) (2017),7.8,85,652838
3211,Blade Runner 2049,(2017),8.0,81,619879
3212,It,(I) (2017),7.3,69,579200
3213,"Baby, el aprendiz del crimen",(2017),7.6,86,579080
3214,Coco,(I) (2017),8.4,81,550422
3215,Tres anúncios por un crimen,(2017),8.1,88,533942
3216,John Wick: Chapter 2,(2017),7.4,75,488849
3217,Liga de Justicia,(2017),6.1,45,468228
3218,La forma del agua,(2017),7.3,87,436122
3219,Jumanji en la selva,(2017),6.9,58,403734
3220,Kingsman: El círculo dorado,(2017),6.7,44,348641
3221,Kong: Skull Island,(2017),6.7,62,334500
3222,Piratas del Caribe: La venganza de Salazar,(2017),6.5,39,330717
3223,La bella y la bestia,(I) (2017),7.1,65,323862
3224,Lady Bird,(2017),7.4,93,312064
3225,El gran showman,(2017),7.5,48,297934
3226,Llámame por tu nombre,(2017),7.8,94,295443
3227,Alien: Covenant,(2017),6.4,65,293178
3228,Asesinato en el expreso de Oriente,(2017),6.5,52,272850
3229,La guerra del planeta de los simios,(2017),7.4,82,270464
3230,Muerte misteriosa,(2017),7.7,73,266548
3231,Rápidos y furiosos 8,(2017),6.6,56,246021
3232,Life,(I) (2017),6.6,54,243377
3233,Duro de cuidar,(2017),6.9,47,240681
3234,¡madre!,(2017),6.6,76,239707
3235,"Yo, Tonya",(2017),7.5,77,232549
3236,El Rey Arturo: La Leyenda de la Espada,(2017),6.7,41,225796
3237,Ghost in the Shell,(2017),6.3,52,222766
3238,Las horas más oscuras,(2017),7.4,75,212570
3239,Atómica,(2017),6.7,63,201495
3240,La momia,(2017),5.4,34,198915
3241,Barry Seal: Sólo en América,(2017),7.1,65,197178
3242,Bright,(I) (2017),6.3,29,197013
3243,Guardianes de la bahía,(2017),5.5,37,196038
3244,Valerian y la ciudad de los mil planetas,(2017),6.4,51,191225
3245,Apuesta maestra,(2017),7.4,71,181370
3246,Extraordinario,(I) (2017),7.9,66,172565
3247,El sacrificio del ciervo sagrado,(2017),7.0,73,167776
3248,The Lego Batman Movie,(2017),7.3,75,165068
3249,Transformers: El último caballero,(2017),5.2,27,163269
3250,The Disaster Artist. Obra maestra,(2017),7.3,76,160350
3251,The Post: Los oscuros secretos del pentágono,(2017),7.2,83,157858
3252,La estafa de los Logan,(2017),7.0,78,156917
3253,Feliz día de tu muerte,(2017),6.6,58,154372
3254,Mi villano favorito 3,(2017),6.2,49,145816
3255,Annabelle: La creación,(2017),6.5,62,143847
3256,La Torre Oscura,(2017),5.6,34,143025
3257,Un amor inseparable,(2017),7.5,86,140391
3258,El hilo fantasma,(2017),7.4,90,139928
3259,Un jefe en pañales,(2017),6.3,50,135671
3260,Good Time,(2017),7.3,80,132812
3261,What Happened to Monday,(2017),6.8,47,130007
3262,Trainspotting 2,(2017),7.2,67,129699
3263,Okja,(2017),7.3,75,128181
3264,Un don excepcional,(2017),7.6,60,125050
3265,You Were Never Really Here,(2017),6.7,84,124263
3266,Proyecto Florida,(2017),7.6,92,122278
3267,El implacable,(I) (2017),7.0,55,119612
3268,Gerald's Game,(2017),6.5,77,119001
3269,Pequeña gran vida,(2017),5.8,64,116451
3270,Geo-Tormenta,(2017),5.3,21,114144
3271,Cars 3,(2017),6.7,59,112570
3272,Power Rangers,(2017),5.9,44,112018
3273,El ritual,(I) (2017),6.3,57,111460
3274,The Death of Stalin,(2017),7.2,88,108900
3275,Fifty Shades Darker,(2017),4.6,33,107652
3276,It Comes at Night,(2017),6.2,78,98952
3277,El círculo,(I) (2017),5.3,43,97265
3278,xXx: Return of Xander Cage,(2017),5.2,42,95353
3279,Shot Caller,(2017),7.3,59,92467
3280,Hostiles,(2017),7.2,65,91481
3281,Un golpe con estilo,(2017),6.6,50,89330
3282,Todo el dinero del mundo,(2017),6.8,72,88492
3283,Death Note,(I) (2017),4.6,43,88360
3284,Paddington 2,(2017),7.8,88,86902
3285,Asesino: Misión Venganza,(2017),6.2,45,86518
3286,Jigsaw,(I) (2017),5.7,39,85108
3287,la gran fuga: Papillon,(I) (2017),7.2,51,81475
3288,Guerra de papás,(2017),6.0,30,78909
3289,Más allá de la montaña,(2017),6.4,48,78816
3290,A Ghost Story,(2017),6.8,84,76494
3291,La razón de estar contigo,(2017),7.2,43,76377
3292,Only the Brave,(2017),7.6,72,74241
3293,"The Square, la farsa del arte",(2017),7.1,73,73615
3294,Brawl in Cell Block 99,(2017),7.1,79,71760
3295,The Snowman,(2017),5.1,23,69376
3296,Pitch Perfect 3,(2017),5.8,40,69106
3297,1922,(2017),6.2,70,68670
3298,Emoji la película,(2017),3.4,12,68622
3299,I don't feel at home in this world anymore.,(2017),6.9,75,61987
3300,Loving Vincent,(2017),7.8,62,61210
3301,"Olé, el viaje de Ferdinand",(2017),6.7,58,61168
3302,Jungla,(I) (2017),6.7,48,60660
3303,First Reformed,(2017),7.1,86,60338
3304,Amigos por siempre,(2017),7.0,46,60301
3305,El seductor,(2017),6.3,77,60062
3306,Terror a 47 metros,(2017),5.6,52,59221
3307,Battle of the Sexes,(2017),6.7,73,58165
3308,La navidad de las madres rebeldes,(2017),5.6,42,55336
3309,Si no despierto,(2017),6.4,58,55148
3310,The Space Between Us,(I) (2017),6.4,33,55090
3311,Detroit: zona de conflicto,(2017),7.3,77,54985
3312,Rough Night,(2017),5.2,51,54495
3313,To the Bone,(I) (2017),6.8,64,52880
3314,Icarus,(2017),7.9,68,52878
3315,The Meyerowitz Stories (New and Selected),(2017),6.9,79,52537
3316,El color de la guerra,(2017),7.4,85,52413
3317,CHIPS,(2017),6.0,28,49896
3318,Línea mortal: al límite,(2017),5.2,27,49563
3319,War Machine,(2017),6.0,56,48937
3320,Más fuerte que el destino,(I) (2017),6.9,76,47999
3321,The Endless,(I) (2017),6.5,80,46903
3322,Ingrid Goes West,(2017),6.6,71,46480
3323,Cargo,(I) (2017),6.3,65,46441
3324,Venganza siniestra,(II) (2017),6.4,81,46427
3325,Suburbicon: bienvenidos al paraíso,(2017),5.8,42,46190
3326,The House,(I) (2017),5.6,30,45993
3327,The Zookeeper's Wife,(2017),7.0,57,45306
3328,Thoroughbreds,(2017),6.6,75,45236
3329,Fist Fight,(2017),5.6,37,44685
3330,El aro 3,(2017),4.5,25,42270
3331,La esposa,(I) (2017),7.2,77,41807
3332,"Todo, todo",(2017),6.3,52,41267
3333,"Roman J. Israel, Esq.",(2017),6.5,58,41263
3334,Time Trap,(2017),6.2,46,40815
3335,Girls Trip,(2017),6.2,71,39429
3336,Desaparecido,(I) (2017),5.9,44,38379
3337,La cabaña,(I) (2017),6.3,32,38014
3338,Unlocked,(I) (2017),6.3,46,37523
3339,Victoria y Abdul,(2017),6.8,58,37402
3340,El castillo de cristal,(2017),7.1,56,37039
3341,Snatched,(2017),4.7,45,36772
3342,The Discovery,(I) (2017),6.2,54,36343
3343,Secretos ocultos,(2017),6.7,63,36162
3344,Historias de ultratumba,(I) (2017),6.4,68,35929
3345,Thelma,(2017),7.0,74,35146
3346,En la penumbra,(2017),7.1,65,34719
3347,Nelyubov,(2017),7.6,86,34581
3348,Mi nueva yo,(2017),5.8,41,34114
3349,Disobedience,(2017),6.6,74,33952
3350,God's Own Country,(2017),7.6,85,33836
3351,Sleepless,(III) (2017),5.6,34,33633
3352,Borg vs. McEnroe,(2017),6.9,63,33599
3353,Cazadora de gigantes,(2017),6.1,74,32448
3354,"Las aventuras del Capitán Calzoncillos, la película",(2017),6.2,69,30966
3355,Table 19,(2017),5.8,40,30186
3356,Creep 2,(2017),6.4,75,30097
3357,La rueda de la maravilla,(2017),6.2,46,30076
3358,The Current War,(2017),6.5,55,29673
3359,En la mira del francotirador,(II) (2017),6.2,57,29302
3360,Teströl és lélekröl,(2017),7.5,77,29045
3361,Goodbye Christopher Robin,(2017),7.1,54,28973
3362,The Book of Henry,(2017),6.6,31,28814
3363,LEGO Ninjago la película,(2017),6.0,55,28645
3364,Taeksi woonjunsa,(2017),7.9,69,28359
3365,Den 12. mann,(2017),7.3,70,28065
3366,Cult of Chucky,(2017),5.2,69,27949
3367,Professor Marston and the Wonder Women,(2017),7.0,68,27787
3368,Avengers: Infinity War,(2018),8.4,68,1149447
3369,Pantera Negra,(2018),7.3,88,812593
3370,Spider-Man: un nuevo uiverso,(2018),8.4,87,623694
3371,Deadpool 2,(2018),7.6,66,616373
3372,"Bohemian Rhapsody, La historia de Freddie Mercury",(2018),7.9,49,565508
3373,Un lugar en silencio,(2018),7.5,82,559452
3374,Green Book. Una amistad sin fronteras,(2018),8.2,69,531775
3375,Venom,(2018),6.6,35,516201
3376,Aquaman,(2018),6.8,55,499434
3377,Ready Player One,(2018),7.4,64,462559
3378,Ant-Man y la Avispa,(2018),7.0,70,432889
3379,Nace una estrella,(2018),7.6,88,403854
3380,Bird Box,(2018),6.6,51,370227
3381,Han Solo. Una historia de Star Wars,(2018),6.9,62,366128
3382,Misión Imposible: Repercusión,(2018),7.7,86,362496
3383,El legado del diablo,(2018),7.3,87,351003
3384,Annihilation,(I) (2018),6.8,79,346481
3385,Jurassic World: El reino caído,(2018),6.1,51,332344
3386,Los Increíbles 2,(2018),7.6,80,316213
3387,Animales fantásticos: Los crímenes de Grindelwald,(2018),6.5,52,297762
3388,El infiltrado del KKKlan,(2018),7.5,83,278424
3389,Noche de juegos,(I) (2018),6.9,66,247813
3390,Ocean's 8: Las estafadoras,(2018),6.3,61,232993
3391,Tomb Raider,(2018),6.3,48,221531
3392,La favorita,(2018),7.5,91,211241
3393,Upgrade: máquina asesina,(2018),7.5,67,197228
3394,El primer hombre en la luna,(2018),7.3,84,196400
3395,Operación Red Sparrow,(2018),6.6,53,194979
3396,Megalodón,(2018),5.6,46,192609
3397,Locamente millonarios,(2018),6.9,74,183079
3398,Isla de perros,(2018),7.8,82,182239
3399,Bumblebee,(I) (2018),6.7,66,181201
